Name,%GC,Common Name,Description,Imported From: Filename,Imported From: Path,Sequence Length,Size,collection_date,country,isolate,isolation_source,lab_host,serotype,strain
KM257061,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate UKG/1450/2001 polyprotein gene, complete cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8183,18 KB,08-Mar-2001,"United Kingdom: Drumburgh, Wigton, Cumbria",UKG/1450/2001,,,O,
KM257062,53.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate UKG/1558/2001 polyprotein gene, complete cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8183,18 KB,09-Mar-2001,"United Kingdom: Kirkbampton, Carlisle, Cumbria",UKG/1558/2001,,,O,
KM257063,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate UKG/1734/2001 polyprotein gene, complete cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8183,18 KB,11-Mar-2001,"United Kingdom: Bowness-on-Solway, Wigton, Cumbria",UKG/1734/2001,,,O,
KM257064,53.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate UKG/4998/2001 polyprotein gene, complete cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8177,18 KB,10-Apr-2001,"United Kingdom: Evenwood Gate, Bishop Auckland, County Durham",UKG/4998/2001,,,O,
KM257065,53.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate UKG/14597/2001 polyprotein gene, complete cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8183,18 KB,25-Aug-2001,"United Kingdom: Allendale Town, Hexham, Northumberland",UKG/14597/2001,,,O,
KM264357,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/IND179/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,17-Jul-2013,India: Karnataka,O/IND179/2013,,,O,
KM264358,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/IND50/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,01-Jan-2013,India: Karnataka,O/IND50/2013,,,O,
KM264359,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/IND127/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,14-Mar-2013,India: Karnataka,O/IND127/2013,,,O,
KM264360,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/IND52/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,08-Feb-2013,India: Karnataka,O/IND52/2013,,,O,
KM264361,55.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/IND189/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,25-Jul-2013,India: Karnataka,O/IND189/2013,,,O,
KM264362,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/IND205/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,14-Aug-2013,India: Karnataka,O/IND205/2013,,,O,
KM264363,55.9%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/IND219/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,08-Sep-2013,India: Uttar Pradesh,O/IND219/2013,,,O,
KM264364,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/IND222/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,25-Jul-2013,India: Odisha,O/IND222/2013,,,O,
KM268895,53.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate TUR/12/2013, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8215,18 KB,09-Feb-2013,"Turkey: Asagikuzfindik, Inonu, Eskisehir",TUR/12/2013,,,O,
KM268896,53.4%,FMDV-A,"Foot-and-mouth disease virus - type A isolate TUR/11/2013, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8211,18 KB,02-Feb-2013,"Turkey: Nazirlar, Mengen, Bolu, Marmara",TUR/11/2013,,,A,
KM268897,53.7%,FMDV-C,"Foot-and-mouth disease virus - type C isolate KEN/1/2004, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8199,18 KB,07-Jan-2004,"Kenya: Koibatek, Rift Valley",KEN/1/2004,,,C,
KM268898,54.0%,FMDV-Asia1,"Foot-and-mouth disease virus - type Asia 1 isolate TUR/13/2013, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8201,18 KB,09-Feb-2013,"Turkey: Gundogan, Oguzeli, Gaziantep",TUR/13/2013,,,Asia 1,
KM268899,53.4%,FMDV-SAT1,"Foot-and-mouth disease virus - type SAT 1 isolate TAN/22/2012, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8156,18 KB,30-Apr-2012,"Tanzania: Loiborsiret, Simanjiro, Manyara",TAN/22/2012,,,SAT 1,
KM268900,53.3%,FMDV-SAT2,"Foot-and-mouth disease virus - type SAT 2 isolate TAN/5/2012, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8153,18 KB,29-Feb-2012,"Tanzania: Parknyigoti, Serengeti, Mara",TAN/5/2012,,,SAT 2,
KM268901,52.7%,FMDV-SAT3,"Foot-and-mouth disease virus - type SAT 3 isolate ZIM/6/91, complete genome",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,8178,18 KB,16-Jul-1991,"Zimbabwe: Chikwarakwara Dip, nr. Beitbridge",ZIM/6/91,,,SAT 3,
KM588384,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/HN2/2013 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,Apr-2013,Viet Nam: Ha Noi,O/VN/HN2/2013,,,O,
KM588385,56.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/QT6/2013 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,Oct-2013,Viet Nam: Quang Tri,O/VN/QT6/2013,,,O,
KM588386,56.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/QT7/2013 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,Oct-2013,Viet Nam: Quang Tri,O/VN/QT7/2013,,,O,
KM588387,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/QT8/2013 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,Oct-2013,Viet Nam: Quang Tri,O/VN/QT8/2013,,,O,
KM588388,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/QT9/2013 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,Oct-2013,Viet Nam: Quang Tri,O/VN/QT9/2013,,,O,
KM588389,54.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/HN2/2014 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,27-Mar-2014,Viet Nam: Ha Nam,O/VN/HN2/2014,,,O,
KM588390,54.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/HN3/2014 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,27-Mar-2014,Viet Nam: Ha Nam,O/VN/HN3/2014,,,O,
KM588391,54.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/HN5/2014 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,27-Mar-2014,Viet Nam: Ha Nam,O/VN/HN5/2014,,,O,
KM588392,54.9%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/HN6/2014 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,27-Mar-2014,Viet Nam: Ha Nam,O/VN/HN6/2014,,,O,
KM588393,56.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/HN7/2014 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,28-Mar-2014,Viet Nam: Ha Noi,O/VN/HN7/2014,,,O,
KM588394,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/HN8/2014 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,28-Mar-2014,Viet Nam: Ha Noi,O/VN/HN8/2014,,,O,
KM588395,55.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/HN9/2014 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,28-Mar-2014,Viet Nam: Ha Noi,O/VN/HN9/2014,,,O,
KM588396,55.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/HN10/2014 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,23-Jun-2014,Viet Nam: Ha Noi,O/VN/HN10/2014,,,O,
KM588397,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/HN11/2014 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,23-Jun-2014,Viet Nam: Ha Noi,O/VN/HN11/2014,,,O,
KM588398,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VN/HN12/2014 VP1 protein gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,23-Jun-2014,Viet Nam: Ha Noi,O/VN/HN12/2014,,,O,
KM921813,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/2/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,05-Jun-2009,"Bhutan: Dorji, Punakha",BHU/2/2009,,,O,
KM921814,56.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/3/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,05-Jun-2009,"Bhutan: Dorji, Punakha",BHU/3/2009,,,O,
KM921815,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/4/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,05-Jun-2009,"Bhutan: Dorji, Punakha",BHU/4/2009,,,O,
KM921816,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/5/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,05-Jun-2009,"Bhutan: Am Tshering, Punakha",BHU/5/2009,,,O,
KM921817,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/6/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,05-Jun-2009,"Bhutan: Am Tshering, Punakha",BHU/6/2009,,,O,
KM921818,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/8/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,03-Jul-2009,"Bhutan: Gembo Dorji, Gasa",BHU/8/2009,,,O,
KM921819,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/9/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,03-Jul-2009,"Bhutan: Damchoe, Gasa",BHU/9/2009,,,O,
KM921820,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/10/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,03-Jul-2009,"Bhutan: Damchoe, Gasa",BHU/10/2009,,,O,
KM921821,57.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/16/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,08-Sep-2009,"Bhutan: Padamlal, Pradhan, Samtsi",BHU/16/2009,,,O,
KM921822,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/18/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,08-Sep-2009,"Bhutan: Banjara, Samtsi",BHU/18/2009,,,O,
KM921823,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/19/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,08-Sep-2009,"Bhutan: Banjara, Samtsi",BHU/19/2009,,,O,
KM921824,56.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/23/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,23-Nov-2009,"Bhutan: Deki, Wangdue",BHU/23/2009,,,O,
KM921825,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/25/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,23-Nov-2009,"Bhutan: Lham, Wangdue",BHU/25/2009,,,O,
KM921826,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/26/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,23-Nov-2009,"Bhutan: Chimi Om, Wangdue",BHU/26/2009,,,O,
KM921827,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/12/2012 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,24-Oct-2012,"Bhutan: Sakteng, Trashigang, RLDC Kanglung",BHU/12/2012,,,O,
KM921828,57.1%,FMDV-O,"Foot-and-mouth disease virus - type O isolate BHU/1/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,06-Jun-2013,Bhutan: Chukha,BHU/1/2013,,,O,
KM921829,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/1/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,01-Sep-2013,"Libya: Zliten, Murqub District",LIB/1/2013,,,O,
KM921830,57.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/2/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,01-Sep-2013,"Libya: Zliten, Murqub District",LIB/2/2013,,,O,
KM921831,57.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/3/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,01-Sep-2013,"Libya: Zliten, Murqub District",LIB/3/2013,,,O,
KM921832,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/4/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,01-Sep-2013,"Libya: Zliten, Murqub District",LIB/4/2013,,,O,
KM921833,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/5/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,01-Sep-2013,"Libya: Zliten, Murqub District",LIB/5/2013,,,O,
KM921834,57.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/6/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,01-Sep-2013,"Libya: Zliten, Murqub District",LIB/6/2013,,,O,
KM921835,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/7/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,08-Sep-2013,"Libya: Zliten, Murqub District",LIB/7/2013,,,O,
KM921836,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/11/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,12-Sep-2013,Libya: Tripoli District,LIB/11/2013,,,O,
KM921837,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/12/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,12-Sep-2013,Libya: Tripoli District,LIB/12/2013,,,O,
KM921838,56.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/13/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,14-Sep-2013,Libya: Tripoli District,LIB/13/2013,,,O,
KM921839,56.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/16/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,30-Sep-2013,Libya: Tripoli District,LIB/16/2013,,,O,
KM921840,57.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/17/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,01-Oct-2013,Libya: Misrata District,LIB/17/2013,,,O,
KM921841,57.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate LIB/22/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,01-Dec-2013,Libya: Tripoli District,LIB/22/2013,,,O,
KM921842,56.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/3/2009 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,05-Jan-2009,Nepal: Kathmandu,NEP/3/2009,,,O,
KM921843,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/5/2010 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,01-Jan-2010,Nepal: Dang,NEP/5/2010,,,O,
KM921844,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/6/2010 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,01-Jan-2010,Nepal: Dang,NEP/6/2010,,,O,
KM921845,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/17/2010 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,01-Jan-2010,Nepal: Kathmandu,NEP/17/2010,,,O,
KM921846,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/4/2012 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,28-Aug-2012,Nepal: Rupandehi,NEP/4/2012,,,O,
KM921847,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/6/2012 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,24-Sep-2012,Nepal: Dhading,NEP/6/2012,,,O,
KM921848,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/10/2012 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,27-Nov-2012,Nepal: Lalitpur,NEP/10/2012,,,O,
KM921849,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/11/2012 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,27-Nov-2012,Nepal: Lalitpur,NEP/11/2012,,,O,
KM921850,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/13/2012 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,27-Nov-2012,Nepal: Lalitpur,NEP/13/2012,,,O,
KM921851,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/16/2012 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,11-Dec-2012,Nepal: Lalitpur,NEP/16/2012,,,O,
KM921852,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/21/2012 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,9 KB,12-Dec-2012,Nepal: Rautahat,NEP/21/2012,,,O,
KM921853,55.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/3/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,22-Oct-2013,Nepal: Kathmandu,NEP/3/2013,,,O,
KM921854,55.9%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/6/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,06-Nov-2013,Nepal: Kavre,NEP/6/2013,,,O,
KM921855,55.4%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/11/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,25-Nov-2013,Nepal: Bhaktapur,NEP/11/2013,,,O,
KM921856,55.4%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/12/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,25-Nov-2013,Nepal: Bhaktapur,NEP/12/2013,,,O,
KM921857,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/15/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,16-Dec-2013,Nepal: Chitwan,NEP/15/2013,,,O,
KM921858,57.4%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/16/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,23-Dec-2013,Nepal: Nuwakot,NEP/16/2013,,,O,
KM921859,57.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/17/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,23-Dec-2013,Nepal: Nuwakot,NEP/17/2013,,,O,
KM921860,56.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/18/2013 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,26-Dec-2013,Nepal: Arghakhanchi,NEP/18/2013,,,O,
KM921861,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/1/2014 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,05-Jan-2014,Nepal: Sindhupalchock,NEP/1/2014,,,O,
KM921862,55.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/2/2014 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,05-Jan-2014,Nepal: Sindhupalchock,NEP/2/2014,,,O,
KM921863,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/4/2014 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,07-Jan-2014,Nepal: Nuwakot,NEP/4/2014,,,O,
KM921864,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/5/2014 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,07-Jan-2014,Nepal: Nuwakot,NEP/5/2014,,,O,
KM921865,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate NEP/6/2014 VP1 gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,07-Jan-2014,Nepal: Ilam,NEP/6/2014,,,O,
